,CL=F,BZ=F,NG=F,GC=F,SI=F,HG=F,ZC=F,ZW=F,ZS=F,XLE,XLB,XLI,GDX,SIL,JETS,IYT,XOM,CVX,FCX,NEM,APA,OXY,TECK,SM,TGB,GORO,SPY,QQQ,IWM,IJH,MGC,^VIX,DX-Y.NYB,^TNX
2022-05-23,0.6644769974193195,0.6466495174208068,0.6770539352874788,0.17595362096110564,0.30307316063421347,0.2553136337747957,0.33090953466980305,0.7595534315887698,0.26697110298604787,0.36940529479961354,0.25504538941447424,0.21972604545174318,0.36298628983227693,0.42589568773689745,0.4953658328894971,0.30958775684945045,0.38448670986965344,0.3617049184776291,0.5354301731233132,0.36929115565234105,0.6406324930191616,0.7077055582981908,0.6251261388314547,0.6754956437281855,0.611393855760707,3.0585948818725277,0.26753116708884994,0.36487367470469106,0.30212405248696494,0.281500272274115,0.2737138062354128,1.348105367067389,0.08416363927473328,0.5398189391823508
2022-05-24,0.6645573691144233,0.6466347733579249,0.6762423863837037,0.17699980917843264,0.3041493850636169,0.2552101296685171,0.33280491502107157,0.760088398626735,0.262690228955354,0.3691681433202826,0.25393735656002026,0.2168080186136234,0.3623506201482972,0.42239947246934967,0.4998415788564139,0.30947265121547873,0.38450554222244193,0.35959277440834386,0.5370728964069799,0.370858060164003,0.6411365830517561,0.7082459472382062,0.6261694661279491,0.6752543891832976,0.6108125966638246,3.0585948818725277,0.2657125434101145,0.3638030855372342,0.30130118371013487,0.2806032526445998,0.27202034806366787,1.3414838148277741,0.08438224339958328,0.5457834830699412
2022-05-25,0.6645000262995115,0.6453238377036391,0.6749857473679534,0.17718141337420065,0.3041780175176535,0.2558708733292826,0.3315227082755462,0.7531793975476665,0.26257233655323153,0.36992370607963565,0.25396890773944586,0.21551426294601486,0.36047434143003776,0.4113340919202026,0.5021421082841067,0.3090522013467607,0.3844722710605225,0.35988674831220385,0.5338388761587896,0.36816467241770684,0.640234594819908,0.7086197445114065,0.625081439785979,0.6906074074905756,0.6108587019550001,3.164270934599021,0.26449248059397595,0.3582433102184574,0.29875191815484625,0.28186245699401935,0.27076277423646344,1.3427672680240113,0.08244736758348081,0.545779227275674
2022-05-26,0.6665052570214134,0.6469076467152115,0.6727608893774959,0.1726620581843145,0.29959791765715155,0.2558482904538212,0.31367499005076055,0.7269873315501196,0.2522065219096075,0.3675116309489665,0.24633277957784924,0.21401437196104853,0.36005025562921306,0.4094415999902837,0.510453761155763,0.31239664415095425,0.38172020300791754,0.3524701817522261,0.521130818595654,0.3674379351749196,0.6361090070638752,0.709863746917116,0.6187887398004954,0.6880749651458483,0.609511667444925,3.164270934599021,0.2638032166759373,0.36144338248846225,0.29868961139640965,0.2798786637635237,0.2701093764425337,1.330814071779191,0.08173554813999233,0.5457647566951453
2022-05-27,0.6614727175449445,0.6450914624931005,0.6736658628652837,0.17212598281805103,0.2980589646866046,0.25676763390418017,0.2955108271913036,0.7031805351719627,0.2436828421074108,0.3663016946989543,0.24935830669850576,0.21753537815719348,0.3601683426001276,0.4044243238581124,0.511835688965831,0.31538394036846895,0.3818454644633559,0.3499165340675421,0.5242509733882306,0.3637224646237192,0.6310641347569479,0.6740987453954866,0.6178334176718292,0.6805603572338534,0.610878517614252,3.164270934599021,0.26863618921767474,0.36780588252379376,0.30377449897452163,0.28392915453900114,0.2749411670691274,1.3250044896094446,0.08187666776612035,0.5201214307022264
2022-05-31,0.6440672280406801,0.6430488293846041,0.6899295486619538,0.165957465049236,0.2831133686715573,0.2484262781639726,0.27913748856283793,0.6994467417896715,0.23969838238780242,0.36800326446255277,0.2467275680389472,0.21611241099663367,0.35232657306835946,0.39616564008588917,0.5012013585006969,0.3125936788434174,0.38374117505328464,0.34562685923003855,0.5226904139552829,0.35501454927553155,0.6264799011050382,0.6655087552914257,0.6218076479314935,0.6764746367317414,0.6144899011281469,3.164270934599021,0.2671884313766391,0.3667687414389857,0.30250086348419714,0.2818612422062451,0.2735447686835558,1.3092882111948543,0.08083126619525527,0.4967825721191932
2022-06-01,0.630193793662606,0.6368197504889709,0.6963139371446607,0.16464564912846152,0.2834144471598101,0.24701485615007432,0.28562195458493933,0.6964039605745826,0.23752675395187123,0.3668552028421896,0.24400520832407777,0.21183585268637034,0.35285053441525055,0.39635767624667184,0.5039236106781007,0.30776604643904143,0.3840465596621144,0.3417123720235419,0.5235898113555217,0.35425846313304693,0.6263073859312116,0.6635580332799298,0.6158748445285371,0.6759449917036753,0.6156039252371371,3.164270934599021,0.26483067795052234,0.36505706256722836,0.2984321300421196,0.2769878807839019,0.2714209948386142,1.3003877347101487,0.08205759436548285,0.4714425993829262
2022-06-02,0.6282296587241966,0.6355085091469765,0.6987507764411434,0.16604823564787752,0.28589302092521873,0.2628557566961115,0.28362689836143085,0.5707798443236013,0.241812829052638,0.36707833594231776,0.2498217369029418,0.21552502535804166,0.3630428341315777,0.4171135672417176,0.5000968307362141,0.31148060745524514,0.38412335810616133,0.341050808257778,0.5329307921381129,0.3562253350662944,0.6262860577279399,0.6639500732271524,0.618572087084786,0.6760705494404372,0.6153633674400694,3.164270934599021,0.2676562903226825,0.36871405092782017,0.30205373298203547,0.28056842681184396,0.2741165367246506,1.3022993666691856,0.0834948665459759,0.47073158082017563
2022-06-03,0.6126176610362107,0.6222320669143586,0.6910379701328255,0.16406458513949235,0.2828968171727752,0.25596483395236186,0.2833332822091272,0.5630694369844845,0.24467706540549822,0.3640569700702986,0.25057669158196433,0.21559796752297936,0.3571195771991249,0.4157133147346119,0.49252621998564994,0.3116501903584828,0.37866737664540767,0.3402683439048086,0.5310180093902782,0.34252588785765764,0.624461187047944,0.5836583313236515,0.6157909940109302,0.6728808232851782,0.6206532116444721,3.164270934599021,0.2691369495811071,0.3711776255192327,0.301015504791417,0.2796874664511242,0.27573874864244163,1.2981841423491682,0.08208536687064996,0.44587720067630515
2022-06-06,0.6093538037260746,0.6163388084123198,0.7034539686903711,0.16104919035841037,0.28374576939285845,0.2422427341708458,0.2860184709130478,0.5605923318685804,0.24466415633831087,0.36335583788293135,0.2401903462328521,0.2089924921073459,0.3530547715242012,0.4146663594892531,0.4298823460838408,0.3006324313927834,0.3729370643679503,0.3382284934950026,0.5229629926861141,0.32829453715685325,0.6181590701582369,0.5832198852708997,0.6046961137337856,0.6762736841014408,0.6162353562221664,3.164270934599021,0.26261792951746143,0.36397013909493536,0.29711010735578397,0.26929095397659053,0.26927828861194525,1.269397794515025,0.08135139352921511,0.4471971400228592
2022-06-07,0.6052978567499167,0.6116835539336191,0.6869990699852693,0.15386023532465903,0.26747842292352675,0.24214020029561692,0.28832847006916046,0.5163254494074625,0.24438299923822224,0.36639671492393355,0.24008247131678775,0.21038331205455785,0.3535402621319,0.41453185452576824,0.42120870431510155,0.30081354375912783,0.3824489369311766,0.32492634765394857,0.5235812554003719,0.3288417194665976,0.62652060052032,0.5823975479101665,0.6068100961720322,0.6771755408380505,0.6175440667597236,3.164270934599021,0.26290310359633723,0.36437324479646155,0.29870273998708496,0.2704205539712067,0.2695570705030266,1.2700369671228644,0.08122231738988336,0.4354332949418543
2022-06-08,0.5474544652051213,0.5433499312486062,0.7039395158012327,0.1451502698645173,0.25490496698494913,0.23526889059778358,0.2839759730158458,0.5033691989796231,0.2437231656807964,0.35986207729361563,0.23699215323594955,0.2103405246293714,0.3531917825610169,0.41405895298191014,0.4117559478702623,0.30386553874293837,0.3619550505906844,0.3205853117185982,0.5260243064300274,0.3294766390513548,0.6267487861491354,0.5756436502394653,0.6053156456906916,0.6787348722213439,0.6071027807588046,3.164270934599021,0.2582197304504387,0.3571444725269345,0.29469644141376017,0.26691612238350365,0.264535743779065,1.261274393624909,0.07779313752708018,0.4310969771476587
2022-06-09,0.5449268738760453,0.5422406414385103,0.7045820262693359,0.14440677661826654,0.25255198900591075,0.2344630445613522,0.2782746066246672,0.45205095726893635,0.24538522561136816,0.35932671804659183,0.24206411953111104,0.2138828430857371,0.3572415306077123,0.41651874796352784,0.4175192640643776,0.30584628572731426,0.3614209425668129,0.319197271843225,0.5305813471470261,0.33557280174462767,0.6260818534338709,0.5870993160471798,0.5984378150896498,0.6787641046728963,0.6121766149749993,3.0585948818725277,0.2623640133004878,0.36034956893331793,0.29738963215261266,0.27003985954088483,0.26877381996044714,1.2666564252134471,0.07810190637232226,0.42814837401200223
2022-06-10,0.5420984943759659,0.539577052406155,0.7058135152152869,0.14625138227088896,0.253081574943299,0.23744373095270768,0.2777314612664361,0.4510141939711905,0.24669098610954535,0.36086853229707794,0.24968707144214944,0.22125188705884774,0.3700299944532282,0.4248520936668777,0.42287047697659924,0.31102739984345246,0.36361486910398827,0.32021520132580755,0.5299329445471238,0.3437012703352418,0.6260542475946343,0.588694406132138,0.6021970360356558,0.6718538635416925,0.6118605447899175,2.945535876092118,0.2674927069101198,0.36482888333629465,0.30055988593681876,0.2744184871136973,0.2737104618755519,1.272564676522935,0.0790864158514747,0.43168009324667933
2022-06-13,0.5276810709831867,0.5283694443661597,0.708173540455139,0.1515995499014931,0.25203202482365505,0.23646332607158607,0.2597451020312187,0.4510150306924466,0.25072789310652754,0.3722579288028912,0.26210650011557235,0.2286970884851372,0.3839028624184333,0.43613996861622073,0.4459238636244491,0.31690934682734806,0.36880641384267615,0.3303468060799585,0.5423124194556164,0.34015831467835134,0.6371493634472325,0.5976257400518621,0.6004485866058223,0.67011705921691,0.6146708682442656,2.8317086186990386,0.2776144579628034,0.3745878304028341,0.3124728841266981,0.288731316150465,0.28352973558832756,1.33571828397203,0.0806716657433974,0.4310036971284951
2022-06-14,0.5106353727927505,0.5095902017910481,0.8019355275151716,0.1497090555522603,0.25304769271876915,0.2376771597683841,0.2472658285914808,0.43713000152774867,0.24853856083577439,0.36356253551273,0.2613299277301237,0.22594000690736557,0.3862255664407025,0.43730423034780713,0.4303496978139584,0.3124135864177715,0.34716561325352746,0.31289313159786314,0.5424517923938721,0.34306950777997014,0.6349252547633929,0.6004040936800312,0.5995510295707753,0.6689454492362518,0.6146826532216154,2.8317086186990386,0.2735227383115724,0.368593401751213,0.3104397085577775,0.28667635539731934,0.2791855155600323,1.3320032288349415,0.08091186181996349,0.43435553271493127
2022-06-15,0.5139906086406705,0.5101752844463877,0.8009386812577278,0.14863345556393054,0.25592731653282547,0.23415414229877377,0.23536970163300427,0.40970034063756783,0.2483136205301448,0.3667204902510269,0.2591783061679312,0.22509347850230463,0.3880540163281595,0.43923347117032374,0.41925374085608214,0.30105512246189503,0.34839202976745387,0.31554242571839947,0.5329489306064369,0.3427820683510062,0.6353555487402601,0.6006019180315397,0.600488420699509,0.6665839229186084,0.6077450491040675,2.709197786641528,0.2711862083860955,0.36424431152599696,0.30498501800119016,0.28153108612734423,0.2770485448960521,1.327641185348173,0.0797857230262847,0.43923610975933475
2022-06-16,0.49076783120416484,0.4830495360836757,0.7962408932688532,0.14808902687695505,0.24841541925401217,0.23033197008843326,0.22895407971131634,0.4097046837440446,0.24792790806212997,0.38044791772186665,0.26548471567647813,0.2318895224579176,0.38810711258893044,0.4365605847971832,0.4347996855954638,0.3057116844729509,0.3547632903718539,0.33279844028835887,0.5337622869762069,0.3487433134514378,0.6479040595481429,0.5854839844605455,0.6100163508277892,0.6843625729582166,0.6114363672769833,2.709197786641528,0.27672035588626454,0.37085471178,0.3156598526885179,0.29622103303300135,0.28161224265616724,1.3414619253901603,0.0852473699977246,0.44413903164516144
2022-06-17,0.5109552145013591,0.49689071444023997,0.8091768438079774,0.147830937369927,0.2466295659156582,0.23313661043929487,0.22639076174838776,0.41328138849090396,0.24810927344033407,0.39725463586809234,0.2649774595458275,0.23150610748778608,0.3880382205377643,0.43683252445989307,0.43950598161152965,0.30597971188011164,0.3755680282562904,0.3449876347224873,0.5360728724056851,0.34900253264892467,0.6601114751102914,0.5835653723078101,0.6133283044903115,0.7068023295095053,0.6076453812517472,2.709197786641528,0.2755011495194587,0.3690580776281606,0.31522082239291677,0.29656978249028815,0.28007565288770575,1.3381449036458204,0.08725613061022322,0.44426268893444537
2022-06-21,0.49248326486413635,0.4780355524798297,0.8107607938262985,0.14781814417162528,0.2465084001013363,0.23369780865029535,0.23188552529935114,0.4160995752037591,0.24788387620342417,0.40226660250979474,0.2663915944823407,0.23506500030378935,0.3841502190058237,0.4353845174763024,0.43784892011058074,0.3073965945113597,0.38445614891653795,0.35320646284587487,0.5319435591703676,0.3458764003021158,0.6565505816207995,0.5657224701977502,0.61391276911178,0.7062164689664963,0.6055772091971946,2.709197786641528,0.28105180130776614,0.37352777862147996,0.31787584229587973,0.2984218399875543,0.28596134884318386,1.3394619009310442,0.08746099616642024,0.42310370509611533
2022-06-22,0.49921963349217885,0.4807631310501726,0.8039453499726072,0.1476693633168075,0.2465648148294908,0.23726678898008285,0.23246147629314634,0.41614975524285985,0.25005858874027626,0.4103344659627443,0.26682964012119653,0.23456170718570454,0.38447262226167866,0.43568308212348805,0.43517777660414175,0.30641097888146723,0.3934649959719765,0.36378284250587645,0.5530920734291526,0.3461307773069548,0.6724557852025728,0.5688013887571839,0.6429453975308306,0.7359572522890955,0.62619038244574,2.709197786641528,0.27956210596699205,0.3706433313869908,0.3167743244655852,0.2978452072098694,0.2842966882777615,1.3413430264566046,0.0876766869637827,0.43401104598439183
2022-06-23,0.4969417659796891,0.46975087451098396,0.8279058230707806,0.14673812305628225,0.24681492857468723,0.25254150532202324,0.23893306204624587,0.423000665100068,0.25879774108598214,0.4155330498733193,0.26777541448738335,0.2341999976534542,0.38663063941339837,0.4397428341373911,0.4347333137928199,0.3068100504512184,0.3974661754070151,0.3699109332231598,0.5619351340591897,0.3399999192573899,0.6757253221636875,0.5688955221261085,0.6687196228100517,0.734173793714525,0.6384286432237185,2.709197786641528,0.2799096621883373,0.3718310094584396,0.3168742665587802,0.2966728980535882,0.2849026032748741,1.340499867355718,0.08771201117344277,0.4357104437678642
2022-06-24,0.49939606357194,0.471554347899716,0.825875976997056,0.14408326900438928,0.23885267818052772,0.2525857718084599,0.23779036030477435,0.42250437891801257,0.259212233547832,0.4164500556019507,0.2767965203268366,0.24486517913889344,0.3913365113365038,0.4441409382811089,0.4425474118845845,0.3156356873666079,0.39927142006844674,0.37165389879570093,0.5669254633837555,0.34326046175491187,0.6758998880535506,0.5668646666596099,0.6698831799409911,0.7343033943868317,0.653780299086367,2.709197786641528,0.2858895278637018,0.3757851794303775,0.32260599406978896,0.304670732147266,0.2902628682859343,1.3359256437739835,0.08792910840413698,0.4365336421985369
2022-06-27,0.4999559824550443,0.4720762993363218,0.8281615323658108,0.14402135265393726,0.23843317355212765,0.25292315578110663,0.23781851418125322,0.4226486322596135,0.2602155239878647,0.418294196934957,0.27571989242878214,0.24425751257701372,0.39099545109353395,0.44442730462703767,0.4435467422648772,0.31547557617189154,0.3998600210325905,0.37192835594775703,0.5661382580037733,0.3423973990756973,0.6772838338155612,0.5679031143824755,0.6738221803226496,0.7274091165681906,0.6569241994434991,2.709197786641528,0.28554199326728524,0.3758493146703388,0.3227549355029988,0.30435164392728836,0.29001090758588366,1.3332362264148392,0.08816046859200734,0.4219343116823371
2022-06-28,0.47983234783620954,0.4531766355219538,0.8277450332077914,0.14348343083180826,0.23861041476942366,0.25239436992885483,0.24085095504746135,0.41744384259835216,0.25786462721298425,0.4189235380760309,0.2761875548445369,0.24489003732111428,0.3897613159028015,0.4435593995763704,0.44298334990521576,0.3146744103751409,0.39881120620804705,0.3722702623671842,0.5639697591697526,0.34275135548156976,0.6761044866102145,0.5706239336195098,0.6745219399408978,0.7307255350265626,0.6568743884001308,2.709197786641528,0.2871963467130163,0.3779394394681784,0.32437075115761604,0.3052589164372362,0.2916563655477309,1.3303452205439714,0.08856412223178471,0.4214474410402507
2022-06-29,0.48006188947246914,0.45227226725605496,0.8250909525704168,0.14093774095883993,0.23664694886590545,0.2523016787655485,0.2343101788302922,0.4099181610563837,0.25682858075912013,0.4248175335429056,0.2754284932986779,0.24378234315709413,0.38861917438965177,0.4425821215150721,0.4368901814711719,0.31228320864778564,0.40630595853176493,0.37348347223376294,0.5641477023781658,0.3431652914902981,0.6883304921303397,0.5775436636523525,0.6801845933086287,0.7443837131610038,0.6585514397997467,2.709197786641528,0.2855889563007175,0.3756591210364371,0.31919206496782504,0.3017407054650359,0.29007209143709906,1.327652124668612,0.08763883255973358,0.42301293421029107
2022-06-30,0.48128022768443746,0.4494381226727616,0.8977957507693309,0.13906785562339416,0.23578660906979915,0.2531831811792766,0.2430134878430185,0.4211949841805648,0.2555899447315652,0.4260858755127933,0.27602222181407887,0.2440509858481295,0.39287277448724384,0.4464294583402034,0.4370804526813102,0.3122242575909057,0.4093268586646204,0.3740144622743373,0.5648914569634577,0.34718530461930747,0.6910659351888851,0.5771390175675521,0.677174742421082,0.7500561443793972,0.6655598209421928,2.584984477905431,0.2857051036053591,0.3757713587759962,0.31747871821290846,0.30106704003331386,0.29022958286371314,1.3275110183046206,0.08700218529705626,0.4299328476738856
2022-07-01,0.46089594273577145,0.44153021281047067,0.9045207500462403,0.13784792837366824,0.24361156909131054,0.25684321499769475,0.24298696782848403,0.4277919077619377,0.25642023299987454,0.4264869463323026,0.2759078182141034,0.2437185776683686,0.398525102528818,0.45000999853073415,0.43949788341216783,0.31285773119580884,0.4104364603678062,0.3739036330093341,0.5645130827615854,0.35207988845378896,0.6916619340920299,0.5787544760239887,0.6783972466437979,0.7459106261978853,0.6657855825343989,2.584984477905431,0.28582843151820203,0.376009117783423,0.31855216000137954,0.3016311728832281,0.290250782775002,1.3318861444284311,0.08682564542876595,0.43339040424818137
2022-07-05,0.492368122252129,0.4672610940703281,0.9071000040794027,0.14045047299826446,0.24653883327710785,0.27576584170983737,0.24526504295886234,0.43488692341651397,0.26045777908801787,0.43345371061071175,0.2768227646104371,0.24480928086755976,0.3997468389610104,0.4577385854368646,0.4396556341888339,0.30441271745509413,0.4155054317810596,0.3766580953849453,0.5732261211613098,0.3421607111669063,0.7057502131120238,0.5787101426443912,0.6771536352643888,0.7556747489523898,0.664081437280546,2.4501680956499596,0.2857615150381062,0.3783153682070612,0.31808913853934145,0.3010955991935752,0.2903929524373538,1.3289550627718085,0.08987752916714348,0.4363664736577835
2022-07-06,0.48610683266806376,0.46497255964477346,0.9071056386705107,0.1425531023402213,0.2467905999619806,0.2711872122953268,0.24266312594486203,0.430827166510989,0.2593429371529373,0.434563314399084,0.2773900535738519,0.2453567618248546,0.3997055466859895,0.4581980432970959,0.44013186570914115,0.30441592487548086,0.41718278671173575,0.3772634535579769,0.5736779290706499,0.3410439905237729,0.7052622497209826,0.5785896840293426,0.6769567335662984,0.7575353809297231,0.6619318699273631,2.4501680956499596,0.2851277368210457,0.37572964174011414,0.31808462239896895,0.301169137404417,0.28949027928717724,1.3251624276850162,0.09018031255423664,0.4409313030151812
2022-07-07,0.4927972047347699,0.47140494016816814,0.9397746632998533,0.1426775753469973,0.24705534461009437,0.2901746207200759,0.24148872440894004,0.4330694776398198,0.25718057373640757,0.439854016425853,0.27821061416832554,0.24575161283879793,0.40024674576169117,0.4593934100991688,0.44117595557050676,0.3024833038445151,0.42167369210908734,0.3796359096147826,0.5902287896819961,0.34090756162145885,0.7210166875122008,0.5787743551464551,0.6761282128016168,0.7759518926308132,0.6971194411758359,2.4501680956499596,0.2865302956767715,0.3770889781008101,0.3195059529657763,0.30306535609753416,0.29076723815107997,1.3042956688538176,0.08990363965166293,0.4307281184262981
2022-07-08,0.47998853714266526,0.46084250985008984,0.943765144827689,0.1428083967788807,0.2473704219236946,0.2904087546430273,0.255020418009765,0.45388835189697574,0.2614532445511304,0.43963813692491926,0.2780018947125118,0.24552676078842664,0.40022164547050354,0.45917146831684647,0.43693226392107937,0.29779581371934516,0.4211595033810434,0.379057455102778,0.5936993023283766,0.3410052568251044,0.7204799348018529,0.5794142995611604,0.680292641381586,0.7758747698216498,0.6934679241600267,2.4501680956499596,0.28610736448421825,0.375245423515624,0.3185928860986838,0.30245846388647424,0.2902379865558678,1.3063358752545533,0.09002047910373556,0.4328605294353636
2022-07-11,0.4802118659083331,0.4606936899017064,0.9461741545846759,0.14176115970444847,0.2454517292923334,0.2937963840514145,0.25510028410936036,0.4594571371843346,0.2598166519155052,0.43903836888892656,0.2773669637665365,0.24546621309387734,0.39865196843834866,0.4580630483397545,0.43826940127046604,0.29826679540915235,0.42004846846463534,0.3778901704860978,0.5958802002228984,0.3378996488931575,0.721042052832311,0.5782883235107341,0.682130115880527,0.7711123817610781,0.6927267738555605,2.4501680956499596,0.2863340417869045,0.37695749748072493,0.32067760611768403,0.30305382679342785,0.2904964498912698,1.310348145545511,0.09152105862891276,0.43883468873276615
2022-07-12,0.5065129369898288,0.48228902536359447,0.9495579976541323,0.14132915855743125,0.24513769783845724,0.30214158375541583,0.2843221925448765,0.464363726596082,0.26102864739181625,0.43666535546998475,0.2767711495223143,0.24537210568532916,0.39434094986169826,0.45371535651484973,0.4452904871447998,0.29778852408730155,0.41881672036764167,0.3771500480983828,0.5951779193301374,0.33635615771749794,0.7204898962334954,0.5659542644378599,0.6765533223191587,0.7742096221846978,0.7011072252420015,2.4501680956499596,0.28662813948361504,0.3765475769623387,0.3204776829486677,0.30303767453268615,0.29085626480869153,1.3118890690911693,0.09152239080747616,0.4375220186670606
2022-07-13,0.49974658241766234,0.47459674572784066,0.9570592761285032,0.1421328682869365,0.24654309735133273,0.3021660225970039,0.2849353400514931,0.4597295850197477,0.25811721964361917,0.43283109619670146,0.2767993573582343,0.24620791146858773,0.3983030170393447,0.4587779428003324,0.4443824002756171,0.29811345723101035,0.41288145721093816,0.37433258898789595,0.5950281063441335,0.3368040258258213,0.7163496951873118,0.5514112023449101,0.6755581709223111,0.7717873958946316,0.7017729494445566,2.8087135172195485,0.28512090859519756,0.3741658881518037,0.32035670316472287,0.3029825393933117,0.28913192014049327,1.2824901392646362,0.09163602901102873,0.4367443184664585
2022-07-14,0.48237328003101976,0.45846258514940796,0.9573714168680086,0.14165849821623602,0.25495353206043203,0.3048155671166864,0.3090642381459156,0.45681976793908835,0.2589762712859979,0.43262668772603063,0.2784511660362043,0.24630402094580967,0.40371642210254477,0.4598671970159813,0.44386595364315373,0.298117880172844,0.4128074291432308,0.3720563406330282,0.5988560417864816,0.34974374384922524,0.7175485955606393,0.5504290050448907,0.6763995825552785,0.7643911111353843,0.703420942531521,3.041600540740843,0.2851067204943438,0.37436739602716185,0.3205862807627049,0.30338616584894695,0.2891114921751388,1.2829034904879117,0.09188859345565828,0.43621878195957164
2022-07-15,0.4783515293933708,0.45347508375882983,0.9607379107353456,0.14099947527110482,0.2580978062031137,0.3057269965810405,0.4137413694449804,0.4571714651439814,0.3188010700958702,0.4328522098633534,0.27868578843381886,0.24780355843961718,0.3994131749912258,0.4536287619702179,0.4312903850907848,0.29890269434217664,0.4132173716193912,0.3714633371877826,0.5978018504352721,0.3451429677410169,0.7143188855496138,0.5526356051300223,0.6640693604124044,0.762540646936532,0.6951605988908794,3.041600540740843,0.28696809746220425,0.3738609413041111,0.321079173375691,0.30413733868670917,0.29091046841266227,1.2766464030314921,0.09197045015283536,0.43573493750613246
2022-07-18,0.48633282659776333,0.4613440075755477,0.9655437387296678,0.14146317236008252,0.2602384519869012,0.315887038564966,0.4144127685007638,0.4679411748848853,0.32197309040971983,0.4355678089129138,0.27891610092401486,0.24791103144784113,0.3994741923172762,0.45556441765456135,0.431529619330896,0.2990637109116294,0.41420283377693135,0.3730329942375504,0.6140755798626716,0.3446468402250492,0.7167106797959097,0.5544235890350699,0.6653035399279552,0.7663651498069006,0.7073254425372547,3.041600540740843,0.2864705845844021,0.37174765643135893,0.32072649515818974,0.3040403270251192,0.2903997417820787,1.2771106059807977,0.0929999824536742,0.42426909864973184
2022-07-19,0.4868056811416728,0.4610308107468441,0.9571702393270477,0.1405629733475642,0.25626173446971473,0.313496798734627,0.41120009694601434,0.46494373111232934,0.31992996924374734,0.4391138305965524,0.2866342295294307,0.25887669275118524,0.4010688235912987,0.45729346969060336,0.4401464910341835,0.3076495073470342,0.4169102120426832,0.37955353006209114,0.6161272927369337,0.3434946924532028,0.7234436749508172,0.5576948134125365,0.6633967302841793,0.7742957630826177,0.7016320310097391,2.9278853794784947,0.29215886327938145,0.3774329416023615,0.32894081447870466,0.3116749344964301,0.29597437357961937,1.277909844725797,0.09392350788416531,0.4253907012745992
2022-07-20,0.4762844592040213,0.44844039139062114,0.9613937261880839,0.13884939807192373,0.25176954989080397,0.3145615432326662,0.41102326902633163,0.4648543766106437,0.3216342281319515,0.4394782776476302,0.285725612384235,0.2565033778579972,0.40120324751814007,0.4577847232733356,0.43610798235906717,0.30353825224036407,0.41704870053162485,0.380410625709401,0.6164244028811471,0.34820017835740114,0.7244278203878362,0.5570911152554078,0.6628135954405758,0.7787281144522306,0.7046269699693365,3.1363540863406016,0.2904144020117035,0.3759923107563398,0.32794276375130854,0.3089121202950748,0.2941681202251976,1.2767468837428009,0.09407970352911185,0.42413562631258295
2022-07-21,0.4908881667642158,0.4521108982814514,0.9589525176019033,0.14027138657445948,0.252213597269192,0.3141673769901912,0.4117339488327406,0.46531647641102064,0.3210978921389145,0.44055313839040594,0.2871693159020245,0.2567315365680266,0.40298643620873864,0.45833597886338134,0.43859814438798267,0.30316462020879414,0.4184538943227413,0.3803242648426728,0.6177079491344283,0.34816199135706677,0.7294393110729244,0.5583029658417987,0.6626550034281102,0.7802546423631663,0.7032124105843182,3.337918796763472,0.2913932272808477,0.3765041414592493,0.32804048473529296,0.30898143698470043,0.29534022290324696,1.2743073718104692,0.0932682151483827,0.4297067640132437
2022-07-22,0.49142298572481186,0.4512710006942243,0.9628203273427965,0.14176894330821715,0.24850513081402012,0.3147399803731266,0.4116963093224982,0.4777169989272598,0.3223096192055679,0.43638138906066726,0.28596182865828085,0.256172282470292,0.392634629496741,0.4477055209006859,0.4346024111786087,0.30322247305721234,0.41818617624834103,0.36959942143651386,0.589990303182681,0.32480218428470026,0.7258401123609083,0.5539257744016194,0.6459086833671185,0.7727952265787058,0.7059059345534577,3.337918796763472,0.29054437131032607,0.3758889069871586,0.3265888779073533,0.3075513552348556,0.2946171219136383,1.2553443632352355,0.09340331022144048,0.4355780507389588
2022-07-25,0.49243313417509643,0.4519023452420203,0.9580768898820258,0.14148016007055023,0.24866274473947908,0.31214065251798756,0.4169325819670216,0.4793245613225496,0.32610635962726703,0.4400217587123844,0.27698731762082784,0.25207918623874864,0.3931960874756579,0.44463331809622697,0.43382061371137043,0.3000814250176159,0.42070348458067536,0.37246498494014285,0.5784172226259122,0.4201180542395904,0.7342686612611692,0.556169709616018,0.6361137658034158,0.770989754510768,0.7011981652979907,3.337918796763472,0.2856430735289175,0.3725614419482943,0.3229428980985699,0.3033648516894242,0.28972699808960367,1.175128511471006,0.0929767018220225,0.43642143112174875
2022-07-26,0.48873879461901537,0.4443292296750047,0.9589119410404067,0.13672013805760114,0.2470271080565476,0.3093685125533081,0.42149930497920174,0.4888617109595244,0.33665827840665447,0.43518907670633705,0.27715269360058337,0.25220670711322285,0.3925013412049055,0.4414611720529094,0.43505453394807175,0.30094297745407744,0.41467569357231515,0.3703754926861145,0.5785705543375012,0.4268410906547889,0.7307810257656374,0.557871869875683,0.6330400236711111,0.7708788224212632,0.703668611046731,3.522201875720409,0.28609829065133613,0.37328508496812834,0.32278307551191304,0.3031752130862196,0.29031305172493593,1.1779690205615283,0.09329465006442725,0.4334804327560137
